                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0555,                 1.9649,                 1.9487,                0.05673,                0.34308,                0.05828,                0.01421,                 3.3534,                 3.9923,                 3.1254,             0.00066611,             0.00066611,             0.00066611
                      2,                 1.3203,                0.60555,                 1.2733,                0.13598,                0.28721,                0.09212,                0.02611,                 2.9713,                 3.2205,                 2.7444,              0.0012008,              0.0012008,              0.0012008
